rank,token,total_count,document_frequency,percent_of_documents
4574,directories,1,1,0.06
4575,opt-in,1,1,0.06
4576,cluster-nodes,1,1,0.06
4577,partition=x,1,1,0.06
4578,x=methodorvariablename-interval,1,1,0.06
4579,missed-opporunity,1,1,0.06
4580,sharingpolicy,1,1,0.06
4581,plan/resourceallocation,1,1,0.06
4582,jobs/workflows,1,1,0.06
4583,decissions,1,1,0.06
4584,maintaing,1,1,0.06
4585,dead-simple,1,1,0.06
4586,auto-detect,1,1,0.06
4587,methodorvariablename-mappings=u,1,1,0.06
4588,pausing,1,1,0.06
4589,instantly,1,1,0.06
4590,told,1,1,0.06
4591,released,1,1,0.06
4592,merit,1,1,0.06
4593,replaces,1,1,0.06
4594,convolute,1,1,0.06
4595,inference,1,1,0.06
4596,queued,1,1,0.06
4597,yarn-2883,1,1,0.06
4598,exclusively,1,1,0.06
4599,dnsjava,1,1,0.06
4600,implicit,1,1,0.06
4601,late-arriving,1,1,0.06
4602,web-proxy,1,1,0.06
4603,overcommit,1,1,0.06
4604,proof-of-concept,1,1,0.06
4605,collaboration,1,1,0.06
4606,full-featured,1,1,0.06
4607,shed,1,1,0.06
4608,over-utilized,1,1,0.06
4609,preferably,1,1,0.06
4610,remainder,1,1,0.06
4611,removenode/addnode,1,1,0.06
4612,node-manager,1,1,0.06
4613,download-resource,1,1,0.06
4614,machine/node,1,1,0.06
4615,resource-location,1,1,0.06
4616,utilizes,1,1,0.06
4617,vinod,1,1,0.06
4618,yarn-5098,1,1,0.06
4619,/tmp,1,1,0.06
4620,negative,1,1,0.06
4621,simpleclassname-size-mb,1,1,0.06
4622,methodorvariablename-ms,1,1,0.06
4623,self-destruction,1,1,0.06
4624,de-register,1,1,0.06
4625,pseudo,1,1,0.06
4626,regionsevers,1,1,0.06
4627,sophisticate,1,1,0.06
4628,generic-application-history,1,1,0.06
4629,low-level,1,1,0.06
4630,reef,1,1,0.06
4631,twill,1,1,0.06
4632,helix,1,1,0.06
4633,end-users,1,1,0.06
4634,simplified,1,1,0.06
4635,outline,1,1,0.06
4636,end-to-methodorvariablename,1,1,0.06
4637,obvious,1,1,0.06
4638,blacklisting/whitelisting,1,1,0.06
4639,enhanced,1,1,0.06
4640,xfs,1,1,0.06
4641,frame,1,1,0.06
4642,hadoop-13008,1,1,0.06
4643,de-duplicate,1,1,0.06
4644,per-method,1,1,0.06
4645,umbrella\,1,1,0.06
4646,relocate,1,1,0.06
4647,must-have,1,1,0.06
4648,inevitable,1,1,0.06
4649,concept-drifts,1,1,0.06
4650,co-location,1,1,0.06
4651,data-intensive,1,1,0.06
4652,yarn-611,1,1,0.06
4653,sliding,1,1,0.06
4654,leveldbrmstatestore,1,1,0.06
4655,refactory,1,1,0.06
4656,yarn-4920,1,1,0.06
4657,upgrading,1,1,0.06
4658,operationally,1,1,0.06
4659,libraries,1,1,0.06
4660,\.jar,1,1,0.06
4661,file\,1,1,0.06
4662,numerous,1,1,0.06
4663,logistical,1,1,0.06
4664,dir/\,1,1,0.06
4665,pwd/\,1,1,0.06
4666,degree,1,1,0.06
4667,decline,1,1,0.06
4668,densely,1,1,0.06
4669,per-host,1,1,0.06
4670,bind-address,1,1,0.06
4671,independence,1,1,0.06
4672,yarn-2009,1,1,0.06
4673,yarn-4781,1,1,0.06
4674,appattempt,1,1,0.06
4675,powerful,1,1,0.06
4676,complicated,1,1,0.06
4677,code-base,1,1,0.06
4678,penalize,1,1,0.06
4679,allocation-id,1,1,0.06
4680,crux,1,1,0.06
4681,referred,1,1,0.06
4682,cumulative,1,1,0.06
4683,comprehend,1,1,0.06
4684,amplify,1,1,0.06
4685,kinited,1,1,0.06
4686,testability/support,1,1,0.06
4687,am/rm,1,1,0.06
4688,re-start,1,1,0.06
4689,applications/containers,1,1,0.06
4690,candidate-selection,1,1,0.06
4691,intra-queeu,1,1,0.06
4692,fairness/policy,1,1,0.06
4693,preemption/kill,1,1,0.06
4694,precede,1,1,0.06
4695,pre-computed,1,1,0.06
4696,declarative,1,1,0.06
4697,real-life,1,1,0.06
4698,simple-services,1,1,0.06
4699,single-component,1,1,0.06
4700,multi-component,1,1,0.06
4701,resource-profile,1,1,0.06
4702,package-definitions,1,1,0.06
4703,lifecycle-management,1,1,0.06
4704,service-discovery,1,1,0.06
4705,yarn-1695,1,1,0.06
4706,yarn-4764,1,1,0.06
4707,non-existent-queue,1,1,0.06
4708,non-acl,1,1,0.06
4709,extraneous,1,1,0.06
4710,condense,1,1,0.06
4711,workpreserving,1,1,0.06
4712,appcontainers,1,1,0.06
4713,mapreduce-methodorvariablename,1,1,0.06
4714,registry-read,1,1,0.06
4715,code-changes,1,1,0.06
4716,well-known,1,1,0.06
4717,simplifies,1,1,0.06
4718,preempts,1,1,0.06
4719,resultant,1,1,0.06
4720,jobhistory,1,1,0.06
4721,10tb,1,1,0.06
4722,sheduler,1,1,0.06
4723,5tb,1,1,0.06
4724,suffice,1,1,0.06
4725,optimal,1,1,0.06
4726,yarn-4725,1,1,0.06
4727,allocation-lifecycle,1,1,0.06
4728,resourceallocation,1,1,0.06
4729,initiated,1,1,0.06
4730,container-allocation,1,1,0.06
4731,yarn-3417,1,1,0.06
4732,process-tree,1,1,0.06
4733,inittab,1,1,0.06
4734,daemontools,1,1,0.06
4735,methodorvariablename-3998,1,1,0.06
4736,special-case,1,1,0.06
4737,unavoidable,1,1,0.06
4738,borrow,1,1,0.06
4739,unfulfilled,1,1,0.06
4740,arn-1039,1,1,0.06
4741,matching/sorting,1,1,0.06
4742,filtering/matching,1,1,0.06
4743,continuous/asynchronous,1,1,0.06
4744,flushable,1,1,0.06
4745,durability,1,1,0.06
4746,durable,1,1,0.06
4747,handshake,1,1,0.06
4748,probe,1,1,0.06
4749,codepath,1,1,0.06
4750,defined/set,1,1,0.06
4751,ball,1,1,0.06
4752,chief,1,1,0.06
4753,rationale,1,1,0.06
4754,threefold,1,1,0.06
4755,survey,1,1,0.06
4756,weave,1,1,0.06
4757,rally,1,1,0.06
4758,end-goal,1,1,0.06
4759,friend,1,1,0.06
4760,yarn-4420,1,1,0.06
4761,yarn-4676,1,1,0.06
4762,withdifferent,1,1,0.06
4763,issuedby,1,1,0.06
4764,client/admin,1,1,0.06
4765,transitioned,1,1,0.06
4766,asynch,1,1,0.06
4767,unresponsive,1,1,0.06
4768,inherent,1,1,0.06
4769,wal,1,1,0.06
4770,park,1,1,0.06
4771,rabbit,1,1,0.06
4772,back-pressure,1,1,0.06
4773,try-again-later,1,1,0.06
4774,third,1,1,0.06
4775,approachable,1,1,0.06
4776,multi-layer,1,1,0.06
4777,filepath/hostfoo,1,1,0.06
4778,app-priority,1,1,0.06
4779,mapreduce-6608,1,1,0.06
4780,inflight,1,1,0.06
4781,running/pending,1,1,0.06
4782,nm-rm,1,1,0.06
4783,highlight,1,1,0.06
4784,lr,1,1,0.06
4785,fundamental,1,1,0.06
4786,monitor/trigger,1,1,0.06
4787,shring,1,1,0.06
4788,message/notification,1,1,0.06
4789,colorful,1,1,0.06
4790,yarn-1856,1,1,0.06
4791,swappiness,1,1,0.06
4792,launches,1,1,0.06
4793,reserving,1,1,0.06
4794,/targetdir1,1,1,0.06
4795,/dir2,1,1,0.06
4796,/targetdir2,1,1,0.06
4797,crawler,1,1,0.06
4798,hdfs-330,1,1,0.06
4799,hdfs-9651,1,1,0.06
4800,yarn-4062,1,1,0.06
4801,datacenter,1,1,0.06
4802,donot,1,1,0.06
4803,compact/process,1,1,0.06
4804,rowkey,1,1,0.06
4805,criterion,1,1,0.06
4806,restrictive/container-specific,1,1,0.06
4807,pickup,1,1,0.06
4808,disable-failure-threshold,1,1,0.06
4809,yarn-4284,1,1,0.06
4810,yarn-4389,1,1,0.06
4811,chance,1,1,0.06
4812,sound,1,1,0.06
4813,yarn-4438,1,1,0.06
4814,cgroups-based,1,1,0.06
4815,cgroup-parent,1,1,0.06
4816,container-specific,1,1,0.06
4817,reservationallocation,1,1,0.06
4818,fifocomparator,1,1,0.06
4819,integrated,1,1,0.06
4820,oder,1,1,0.06
4821,yarn-3655,1,1,0.06
4822,namenodes,1,1,0.06
4823,fastest,1,1,0.06
4824,subsystem/services,1,1,0.06
4825,yarn-4452,1,1,0.06
4826,subsystems/services,1,1,0.06
4827,mapper/reducer,1,1,0.06
4828,rethink,1,1,0.06
4829,suit,1,1,0.06
4830,hadoop-12563,1,1,0.06
4831,minimum/increment,1,1,0.06
4832,increment-allocation,1,1,0.06
4833,1g,1,1,0.06
4834,6g,1,1,0.06
4835,7g,1,1,0.06
4836,paritions,1,1,0.06
4837,time-range,1,1,0.06
4838,reservation-id,1,1,0.06
4839,app-id,1,1,0.06
4840,attempt-id,1,1,0.06
4841,opportunitic,1,1,0.06
4842,surgical,1,1,0.06
4843,unnecessarily,1,1,0.06
4844,8-gb,1,1,0.06
4845,conceivably,1,1,0.06
4846,1-gb,1,1,0.06
4847,updgrade,1,1,0.06
4848,helpfull,1,1,0.06
4849,allocates,1,1,0.06
4850,mirror,1,1,0.06
4851,yarn-4358,1,1,0.06
4852,rle-aware,1,1,0.06
4853,rle,1,1,0.06
4854,circuit,1,1,0.06
4855,nm/am,1,1,0.06
4856,ldap,1,1,0.06
4857,complication,1,1,0.06
4858,quietly,1,1,0.06
4859,ssds,1,1,0.06
4860,hdds,1,1,0.06
4861,hdd,1,1,0.06
4862,tap,1,1,0.06
4863,statuses,1,1,0.06
4864,gid,1,1,0.06
4865,methodorvariablename-container-methodorvariablename-methodorvariablename-user,1,1,0.06
4866,pre-created,1,1,0.06
4867,pre-defined,1,1,0.06
4868,squash,1,1,0.06
4869,yarn-4234,1,1,0.06
4870,13-15,1,1,0.06
4871,clients/applications,1,1,0.06
4872,conform,1,1,0.06
4873,yarn-3864,1,1,0.06
4874,timelinestore,1,1,0.06
4875,yarn-4193,1,1,0.06
4876,reservation-allocations,1,1,0.06
4877,langauge,1,1,0.06
4878,rdl,1,1,0.06
4879,hardware/software/logical,1,1,0.06
4880,addressable,1,1,0.06
4881,traversed,1,1,0.06
4882,rack1/2,1,1,0.06
4883,node-locality-delay=40,1,1,0.06
4884,node-heartbeat-interval=methodorvariablename,1,1,0.06
4885,fifo/priority/fair,1,1,0.06
4886,heartbeats,1,1,0.06
4887,fifo/fair,1,1,0.06
4888,over-satisfied,1,1,0.06
4889,under-satisfied,1,1,0.06
4890,node-locality-delay,1,1,0.06
4891,queue-methodorvariablename,1,1,0.06
4892,jon,1,1,0.06
4893,misfortune,1,1,0.06
4894,untils,1,1,0.06
4895,suffers,1,1,0.06
4896,event/,1,1,0.06
4897,yarn-3045,1,1,0.06
4898,allcoated,1,1,0.06
4899,indicator,1,1,0.06
4900,mapreduce-6470,1,1,0.06
4901,curious,1,1,0.06
4902,allocatable,1,1,0.06
4903,hard-locality,1,1,0.06
4904,node-constraints,1,1,0.06
4905,black-list,1,1,0.06
4906,host\,1,1,0.06
4907,1-3\,1,1,0.06
4908,priority-based,1,1,0.06
4909,yarn-1963,1,1,0.06
4910,fairness-based,1,1,0.06
4911,configration,1,1,0.06
4912,ditributed,1,1,0.06
4913,symmetric,1,1,0.06
4914,dek,1,1,0.06
4915,zone,1,1,0.06
4916,transperent,1,1,0.06
4917,outerworld,1,1,0.06
4918,skips/rejects,1,1,0.06
4919,whats,1,1,0.06
4920,heart-beating,1,1,0.06
4921,1ms,1,1,0.06
4922,datastructures,1,1,0.06
4923,doable,1,1,0.06
4924,scaling,1,1,0.06
4925,cleverer/,1,1,0.06
4926,indeed,1,1,0.06
4927,cite,1,1,0.06
4928,ditto,1,1,0.06
4929,sparrow,1,1,0.06
4930,mercury,1,1,0.06
4931,metrics/alerts,1,1,0.06
4932,third-party,1,1,0.06
4933,yarn-3769,1,1,0.06
4934,prediction/pattern,1,1,0.06
4935,yarn-4063,1,1,0.06
4936,resistant,1,1,0.06
4937,assignments,1,1,0.06
4938,worst-case,1,1,0.06
4939,guess,1,1,0.06
4940,needlessly,1,1,0.06
4941,severely,1,1,0.06
4942,trade-off,1,1,0.06
4943,demand-blocks-am-enabled,1,1,0.06
4944,user-rm,1,1,0.06
4945,re-schedule,1,1,0.06
4946,re-use,1,1,0.06
4947,re-download,1,1,0.06
4948,proceeds,1,1,0.06
4949,recognizing,1,1,0.06
4950,4-core,1,1,0.06
4951,smart,1,1,0.06
4952,single-core,1,1,0.06
4953,goto,1,1,0.06
4954,pyspark,1,1,0.06
4955,insist,1,1,0.06
4956,yarn-1651,1,1,0.06
4957,build/modify,1,1,0.06
4958,any-,1,1,0.06
4959,rack/host,1,1,0.06
4960,allocation/reservation,1,1,0.06
4961,similarity,1,1,0.06
4962,user-limit/queue-limit,1,1,0.06
4963,flow/application,1,1,0.06
4964,hive/oozie/cascading,1,1,0.06
4965,flow-level,1,1,0.06
4966,resource-utilization,1,1,0.06
4967,yarn-3534,1,1,0.06
4968,application-priorities,1,1,0.06
4969,acl=user1,1,1,0.06
4970,get/set,1,1,0.06
4971,cli/rest,1,1,0.06
4972,service/daemon,1,1,0.06
4973,downloadable,1,1,0.06
4974,variant,1,1,0.06
4975,cross-browser,1,1,0.06
4976,uncleaning,1,1,0.06
4977,backup,1,1,0.06
4978,hi,1,1,0.06
4979,managed-am-launcher,1,1,0.06
4980,unmanaged-am-launcher,1,1,0.06
4981,resource-type,1,1,0.06
4982,yarn-2139,1,1,0.06
4983,yarn-2681,1,1,0.06
4984,yarn-7069,1,1,0.06
4985,kinds,1,1,0.06
4986,populate,1,1,0.06
4987,yarn-3815,1,1,0.06
4988,population,1,1,0.06
4989,completion-,1,1,0.06
4990,slower,1,1,0.06
4991,tableprimary,1,1,0.06
4992,summed,1,1,0.06
4993,indicated,1,1,0.06
4994,collapsed.-,1,1,0.06
4995,historical,1,1,0.06
4996,tracking,1,1,0.06
4997,re-aggregate,1,1,0.06
4998,yarn-2003,1,1,0.06
4999,expands,1,1,0.06
5000,host/rack/any,1,1,0.06
5001,host6,1,1,0.06
5002,c1,1,1,0.06
5003,c2,1,1,0.06
5004,fundamentally,1,1,0.06
5005,judgement,1,1,0.06
5006,containerimpl,1,1,0.06
5007,yarn-1447,1,1,0.06
5008,yarn-1448,1,1,0.06
5009,outdated,1,1,0.06
5010,approved,1,1,0.06
5011,closely,1,1,0.06
5012,resemble,1,1,0.06
5013,lower-level,1,1,0.06
5014,meant,1,1,0.06
5015,client/application,1,1,0.06
5016,logically,1,1,0.06
5017,physically,1,1,0.06
5018,accumulation,1,1,0.06
5019,launched/completed/failed,1,1,0.06
5020,hdfsbytesread,1,1,0.06
5021,raws,1,1,0.06
5022,non-aggregated,1,1,0.06
5023,application/flow/user/queue,1,1,0.06
5024,flowrun,1,1,0.06
5025,flowversion,1,1,0.06
5026,hbase/phoenix,1,1,0.06
5027,weekly,1,1,0.06
5028,self-contained,1,1,0.06
5029,uncertainty,1,1,0.06
5030,100g,1,1,0.06
5031,70g,1,1,0.06
5032,50g,1,1,0.06
5033,exponentially,1,1,0.06
5034,80g,1,1,0.06
5035,exponential,1,1,0.06
5036,n1,1,1,0.06
5037,n2,1,1,0.06
5038,n3,1,1,0.06
5039,20g,1,1,0.06
5040,n4,1,1,0.06
5041,30g,1,1,0.06
5042,120g,1,1,0.06
5043,hierarchically,1,1,0.06
5044,methodorvariablename-3306,1,1,0.06
5045,yarn-3807,1,1,0.06
5046,yarn-3808,1,1,0.06
5047,executable,1,1,0.06
5048,non-portable,1,1,0.06
5049,generated,1,1,0.06
5050,-diagnosticmessage,1,1,0.06
5051,brittle,1,1,0.06
5052,modified/extended,1,1,0.06
5053,pre-emption,1,1,0.06
5054,non-idempotent,1,1,0.06
5055,re-run,1,1,0.06
5056,beginning,1,1,0.06
5057,elasticsearch,1,1,0.06
5058,es,1,1,0.06
5059,dedupe,1,1,0.06
5060,million,1,1,0.06
5061,appreciate,1,1,0.06
5062,finite-runtime,1,1,0.06
5063,analytic,1,1,0.06
5064,da,1,1,0.06
5065,added/changed,1,1,0.06
5066,v1/v2,1,1,0.06
5067,am-,1,1,0.06
5068,yarn-6511,1,1,0.06
5069,capability/load,1,1,0.06
5070,dbms,1,1,0.06
5071,sql-based,1,1,0.06
5072,capability_,1,1,0.06
5073,impairment,1,1,0.06
5074,unfairly,1,1,0.06
5075,out-of-band,1,1,0.06
5076,edits,1,1,0.06
5077,locally-enforced,1,1,0.06
5078,lowcost,1,1,0.06
5079,yarn-1710,1,1,0.06
5080,ignoring,1,1,0.06
5081,time-window,1,1,0.06
5082,load-based,1,1,0.06
5083,checksum1/filepath,1,1,0.06
5084,checksum2/filepath,1,1,0.06
5085,checksum1,1,1,0.06
5086,checksum2,1,1,0.06
5087,container_id,1,1,0.06
5088,simpleclassname/rawlocalfilesystem,1,1,0.06
5089,guest,1,1,0.06
5090,abstractions1,1,1,0.06
5091,file/directory,1,1,0.06
5092,re-ordered,1,1,0.06
5093,sizebasedweight,1,1,0.06
5094,docker-specific,1,1,0.06
5095,cpu/network/disk/etc,1,1,0.06
5096,performance-sensitive,1,1,0.06
5097,short-circuit,1,1,0.06
5098,yarn-3033,1,1,0.06
5099,light-weight,1,1,0.06
5100,thread-unsafe,1,1,0.06
5101,indexed,1,1,0.06
5102,draft,1,1,0.06
5103,eviction,1,1,0.06
5104,carefully,1,1,0.06
5105,performance-wise,1,1,0.06
5106,thread-based,1,1,0.06
5107,sangjin,1,1,0.06
5108,unblock,1,1,0.06
5109,platform-level,1,1,0.06
5110,yarn-2492,1,1,0.06
5111,re-factor,1,1,0.06
5112,simpleclassname/cgroupslceresourceshandler,1,1,0.06
5113,prempting,1,1,0.06
5114,primacy,1,1,0.06
5115,highly-contended,1,1,0.06
5116,preemption-related,1,1,0.06
5117,mapreduce-6304,1,1,0.06
5118,impractical,1,1,0.06
5119,methods/structures,1,1,0.06
5120,yarn/rm,1,1,0.06
5121,v1on,1,1,0.06
5122,v2on,1,1,0.06
5123,rm/yarn,1,1,0.06
5124,collocate,1,1,0.06
5125,yarn-2340,1,1,0.06
5126,mins,1,1,0.06
5127,killed,1,1,0.06
5128,/wait-rm-to-come-back/cluster-id,1,1,0.06
5129,rolling,1,1,0.06
5130,databases,1,1,0.06
5131,dbs,1,1,0.06
5132,4:1,1,1,0.06
5133,ration,1,1,0.06
5134,stitch,1,1,0.06
5135,artificial,1,1,0.06
5136,arrange,1,1,0.06
5137,yarn-3334,1,1,0.06
5138,network/disk,1,1,0.06
5139,mountcgroups,1,1,0.06
5140,elevated/super-user,1,1,0.06
5141,classes/mechanisms,1,1,0.06
5142,modify/bloat,1,1,0.06
5143,privilegedoperation,1,1,0.06
5144,super-user,1,1,0.06
5145,necessary2,1,1,0.06
5146,lifecyle,1,1,0.06
5147,resourceusage,1,1,0.06
5148,thread-safe,1,1,0.06
5149,non-changed,1,1,0.06
5150,set/update,1,1,0.06
5151,post-registration,1,1,0.06
5152,initialise,1,1,0.06
5153,rebind,1,1,0.06
5154,participation,1,1,0.06
5155,exit-code,1,1,0.06
5156,restart-without-failure,1,1,0.06
5157,resource/label,1,1,0.06
5158,reliabile,1,1,0.06
5159,yarn-3134,1,1,0.06
5160,app-collectors,1,1,0.06
5161,app-collector,1,1,0.06
5162,faked/unwanted,1,1,0.06
5163,app-collector/rmtimelinecollector,1,1,0.06
5164,iiuc,1,1,0.06
5165,id/,1,1,0.06
5166,yarn-3040,1,1,0.06
5167,oppose,1,1,0.06
5168,freshness/staleness,1,1,0.06
5169,incredibly,1,1,0.06
5170,round-trips,1,1,0.06
5171,tight-loop,1,1,0.06
5172,cname,1,1,0.06
5173,roll-over,1,1,0.06
5174,cache-bust,1,1,0.06
5175,collision-free,1,1,0.06
5176,binding,1,1,0.06
5177,pre-determined,1,1,0.06
5178,state-less,1,1,0.06
5179,auto-configuration,1,1,0.06
5180,ipv6,1,1,0.06
5181,collective,1,1,0.06
5182,obliquely,1,1,0.06
5183,generational,1,1,0.06
5184,container-id,1,1,0.06
5185,front-end,1,1,0.06
5186,fancy,1,1,0.06
5187,easier-to-use,1,1,0.06
5188,serf,1,1,0.06
5189,originate,1,1,0.06
5190,on/enforce,1,1,0.06
5191,qdisc,1,1,0.06
5192,preferentially,1,1,0.06
5193,eyond,1,1,0.06
5194,indeterminate,1,1,0.06
5195,lexically,1,1,0.06
5196,modularize,1,1,0.06
5197,yarn-web,1,1,0.06
5198,real/near,1,1,0.06
5199,realtime,1,1,0.06
5200,coarse,1,1,0.06
5201,rigid,1,1,0.06
5202,ommon,1,1,0.06
5203,chose,1,1,0.06
5204,eaf,1,1,0.06
5205,yarn-1809,1,1,0.06
5206,appblock/attemptblock/containerblock,1,1,0.06
5207,finished/killed/failed,1,1,0.06
5208,re-negotiate,1,1,0.06
5209,rmnode,1,1,0.06
5210,transit,1,1,0.06
5211,decides,1,1,0.06
5212,reaction,1,1,0.06
5213,asynchrony,1,1,0.06
5214,zk-close,1,1,0.06
5215,mess,1,1,0.06
5216,processwatchevent,1,1,0.06
5217,disconnected,1,1,0.06
5218,disconnect,1,1,0.06
5219,eventthread,1,1,0.06
5220,plain/hierarchy,1,1,0.06
5221,postgresql,1,1,0.06
5222,iterative,1,1,0.06
5223,whit,1,1,0.06
5224,self,1,1,0.06
5225,comprensible,1,1,0.06
5226,partitioned,1,1,0.06
5227,optimally,1,1,0.06
5228,rm-am,1,1,0.06
5229,reauthorized,1,1,0.06
5230,re-authenticate,1,1,0.06
5231,indefinitly,1,1,0.06
5232,nextgen,1,1,0.06
5233,skeleton,1,1,0.06
5234,buffering,1,1,0.06
5235,aggregator/reader,1,1,0.06
5236,hadoop-yarn-common,1,1,0.06
5237,passthrough,1,1,0.06
5238,access-control-request-method,1,1,0.06
5239,access-control-request-headers,1,1,0.06
5240,fine-graind,1,1,0.06
5241,sucessfully,1,1,0.06
5242,preemptively,1,1,0.06
5243,principle,1,1,0.06
5244,softlimitin_bytes,1,1,0.06
5245,yarn-3047,1,1,0.06
5246,conveys,1,1,0.06
5247,squawks,1,1,0.06
5248,closing,1,1,0.06
5249,capacities-by-labels,1,1,0.06
5250,yarn-3092,1,1,0.06
5251,capacities-label,1,1,0.06
5252,absolute-maximum-capacity,1,1,0.06
5253,maintainability/readability,1,1,0.06
5254,-load,1,1,0.06
5255,-nodelabels,1,1,0.06
5256,20+,1,1,0.06
5257,preloaded,1,1,0.06
5258,uploading,1,1,0.06
5259,max-am-resource-by-label,1,1,0.06
5260,yarn-2637,1,1,0.06
5261,queue/app/user,1,1,0.06
5262,maintainability,1,1,0.06
5263,api/implementation,1,1,0.06
5264,label-to-node,1,1,0.06
5265,spoof,1,1,0.06
5266,leveraging,1,1,0.06
5267,assurance,1,1,0.06
5268,viable,1,1,0.06
5269,crude,1,1,0.06
5270,barebones,1,1,0.06
5271,better-designed,1,1,0.06
5272,yarn-2938,1,1,0.06
5273,ts,1,1,0.06
5274,off-node,1,1,0.06
5275,exhaust,1,1,0.06
5276,esp,1,1,0.06
5277,tear,1,1,0.06
5278,delayed-scheduling,1,1,0.06
5279,iaw,1,1,0.06
5280,getnodetolabels,1,1,0.06
5281,non-intuitive,1,1,0.06
5282,sub-jira,1,1,0.06
5283,architecturally,1,1,0.06
5284,queuable,1,1,0.06
5285,sasl,1,1,0.06
5286,fiddly,1,1,0.06
5287,remote/long,1,1,0.06
5288,haul,1,1,0.06
5289,proxies,1,1,0.06
5290,languages,1,1,0.06
5291,offering,1,1,0.06
5292,unauthenticated,1,1,0.06
5293,outset,1,1,0.06
5294,connectionless,1,1,0.06
5295,put/get/delete,1,1,0.06
5296,slider-170,1,1,0.06
5297,codahale,1,1,0.06
5298,embeddability,1,1,0.06
5299,tunable,1,1,0.06
5300,restart/retry,1,1,0.06
5301,components/services,1,1,0.06
5302,versionnumber/versionnumber/versionnumber/versionnumber/versionnumber,1,1,0.06
5303,4k,1,1,0.06
5304,elastically,1,1,0.06
5305,receiver,1,1,0.06
5306,writing,1,1,0.06
5307,less-loaded,1,1,0.06
5308,pre-empt/kill,1,1,0.06
5309,instantaneously,1,1,0.06
5310,versionnumber/versionnumber,1,1,0.06
5311,bascially,1,1,0.06
5312,tried,1,1,0.06
5313,libs,1,1,0.06
5314,briefly,1,1,0.06
5315,resource/request,1,1,0.06
5316,rm/nm/jhs,1,1,0.06
5317,fica,1,1,0.06
5318,yarn-1680,1,1,0.06
5319,blacklisting,1,1,0.06
5320,entail,1,1,0.06
5321,slice,1,1,0.06
5322,accurately,1,1,0.06
5323,per-allocation,1,1,0.06
5324,assistance,1,1,0.06
5325,pig/hive/oozie,1,1,0.06
5326,ecosystem,1,1,0.06
5327,yarn-2816,1,1,0.06
5328,killed/lost,1,1,0.06
5329,running-attempt,1,1,0.06
5330,yarn-2823,1,1,0.06
5331,non-restart,1,1,0.06
5332,invalidated,1,1,0.06
5333,e1,1,1,0.06
5334,tester,1,1,0.06
5335,ground,1,1,0.06
5336,prudent,1,1,0.06
5337,iop,1,1,0.06
5338,yarn-2579,1,1,0.06
5339,he/she,1,1,0.06
5340,modify/use,1,1,0.06
5341,over-use,1,1,0.06
5342,multiplexing,1,1,0.06
5343,yarn-2778,1,1,0.06
5344,yarnclustercli,1,1,0.06
5345,dts,1,1,0.06
5346,leveldb-based,1,1,0.06
5347,atomic,1,1,0.06
5348,packing,1,1,0.06
5349,yarn-1769,1,1,0.06
5350,reserve/allocate,1,1,0.06
5351,node/resource-request/queue,1,1,0.06
5352,add/delete,1,1,0.06
5353,application-priority,1,1,0.06
5354,establise,1,1,0.06
5355,netheir,1,1,0.06
5356,hanldes,1,1,0.06
5357,estabilised,1,1,0.06
5358,negotiation,1,1,0.06
5359,sync/async,1,1,0.06
5360,synchronous/blocking,1,1,0.06
5361,sheer,1,1,0.06
5362,growth,1,1,0.06
5363,production-level,1,1,0.06
5364,times,1,1,0.06
5365,capable,1,1,0.06
5366,proposing,1,1,0.06
5367,behavioral,1,1,0.06
5368,detects,1,1,0.06
5369,anomaly,1,1,0.06
5370,rank,1,1,0.06
5371,prediction,1,1,0.06
5372,gui,1,1,0.06
5373,adversely,1,1,0.06
5374,domain-based,1,1,0.06
5375,rolling-upgrades,1,1,0.06
5376,yarn-1898,1,1,0.06
5377,create/update/delete/list,1,1,0.06
5378,create/update/delete,1,1,0.06
5379,yarn-149,1,1,0.06
5380,brings,1,1,0.06
5381,expilicitly,1,1,0.06
5382,app-launch,1,1,0.06
5383,crd,1,1,0.06
5384,subnodes,1,1,0.06
5385,yarn-2458,1,1,0.06
5386,manipulation,1,1,0.06
5387,hijacker,1,1,0.06
5388,elevation,1,1,0.06
5389,files/directories,1,1,0.06
5390,yarn-2551,1,1,0.06
5391,yarn-2468,1,1,0.06
5392,increate,1,1,0.06
5393,too-many-files,1,1,0.06
5394,applications/frameworks,1,1,0.06
5395,guideline,1,1,0.06
5396,urlencoding,1,1,0.06
5397,strong,1,1,0.06
5398,cr,1,1,0.06
5399,lfs,1,1,0.06
5400,php,1,1,0.06
5401,yarn-2032,1,1,0.06
5402,yarn-2923,1,1,0.06
5403,yarn-2729,1,1,0.06
5404,register/update,1,1,0.06
5405,tez-8,1,1,0.06
5406,rm/nodes,1,1,0.06
5407,add/parse,1,1,0.06
5408,labels-expression,1,1,0.06
5409,headroom/user-limit,1,1,0.06
5410,query/modify,1,1,0.06
5411,labels/labels-on-nodes,1,1,0.06
5412,labels-on-nodes,1,1,0.06
5413,sceanrio,1,1,0.06
5414,7gb,1,1,0.06
5415,reservationsystem,1,1,0.06
5416,replan,1,1,0.06
5417,reorganization,1,1,0.06
5418,a-posteriori,1,1,0.06
5419,month,1,1,0.06
5420,elegant,1,1,0.06
5421,incl,1,1,0.06
5422,perl,1,1,0.06
5423,blueprint,1,1,0.06
5424,interference,1,1,0.06
5425,installed,1,1,0.06
5426,unprivileged,1,1,0.06
